0
1
2
3
4
5
6
7
8
10
11
14
15
18
28
30
33
35
36
37
38
49
51
53
55
56
57
58
59
61
65
66
67
73
75
76
77
78
79
82
83
84
85
86
87
88
89
96
97
99
100
103
106
107
111
113
117
119
120
121
122
123
125
126
132
133
134
135
136
141
142
146
148
150
151
154
155
156
158
160
161
162
163
164
166
168
171
173
188
190
191
195
197
204
206
207
211
214
215
217
223
224
225
228
229
230
231
233
235
239
240
242
247
250
251
253
256
257
266
273
274
275
276
277
278
279
281
282
283
289
295
296
300
302
303
304
305
306
308
310
313
314
315
316
322
323
324
325
327
330
335
339
340
343
345
346
347
349
351
353
356
357
359
361
363
364
365
369
372
373
374
375
377
378
379
382
384
385
388
390
392
393
394
397
399
400
401
403
404
405
406
407
409
410
412
413
416
420
427
430
432
433
434
